"subject" "activity_name" "measure" "value"
27 "LAYING" "Time_Gravity_Acc_Mean_Z" 0.120613102375168
27 "STANDING" "Time_Gravity_Acc_Mean_Z" 0.219701605211973
28 "LAYING" "Time_Gravity_Acc_Mean_Z" -0.0469931021049738
29 "LAYING" "Time_Gravity_Acc_Mean_Z" 0.208215370043721
30 "LAYING" "Time_Gravity_Acc_Mean_Z" 0.184343178348037
1 "WALKING" "Time_Gravity_Acc_Stddev_X" -0.959859435936599
2 "WALKING" "Time_Gravity_Acc_Stddev_X" -0.963015508245033
3 "WALKING" "Time_Gravity_Acc_Stddev_X" -0.966457565630499
4 "WALKING" "Time_Gravity_Acc_Stddev_X" -0.967576704329897
4 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Stddev_X" -0.954845868211382
5 "WALKING" "Time_Gravity_Acc_Stddev_X" -0.964629108807947
6 "WALKING" "Time_Gravity_Acc_Stddev_X" -0.95651898940678
6 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Stddev_X" -0.965208976741573
7 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Stddev_X" -0.956538178587662
8 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Stddev_X" -0.954256666035587
9 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Stddev_X" -0.958784666180556
10 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Stddev_X" -0.964245853333333
10 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Stddev_X" -0.9719009915
11 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Stddev_X" -0.975394457689873
12 "SITTING" "Time_Gravity_Acc_Stddev_X" -0.973039656865672
12 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Stddev_X" -0.96330852155914
13 "SITTING" "Time_Gravity_Acc_Stddev_X" -0.967268063455658
14 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Stddev_X" -0.933986522704918
14 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Stddev_X" -0.963666510379747
15 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Stddev_X" -0.968733398628049
16 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Stddev_X" -0.971156432131148
17 "SITTING" "Time_Gravity_Acc_Stddev_X" -0.9695361643125
17 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Stddev_X" -0.986674910208333
18 "SITTING" "Time_Gravity_Acc_Stddev_X" -0.995679798333333
18 "STANDING" "Time_Gravity_Acc_Stddev_X" -0.978742766586826
19 "SITTING" "Time_Gravity_Acc_Stddev_X" -0.958290447861111
20 "LAYING" "Time_Gravity_Acc_Stddev_X" -0.95804564051282
20 "STANDING" "Time_Gravity_Acc_Stddev_X" -0.958324946717172
21 "SITTING" "Time_Gravity_Acc_Stddev_X" -0.965586634460784
22 "SITTING" "Time_Gravity_Acc_Stddev_X" -0.970886422525252
22 "STANDING" "Time_Gravity_Acc_Stddev_X" -0.938572531056911
23 "STANDING" "Time_Gravity_Acc_Stddev_X" -0.964393040295699
24 "LAYING" "Time_Gravity_Acc_Stddev_X" -0.975329699658793
25 "STANDING" "Time_Gravity_Acc_Stddev_X" -0.950017091344743
26 "STANDING" "Time_Gravity_Acc_Stddev_X" -0.96781789994898
27 "LAYING" "Time_Gravity_Acc_Stddev_X" -0.971679845234899
27 "STANDING" "Time_Gravity_Acc_Stddev_X" -0.985853734871795
28 "LAYING" "Time_Gravity_Acc_Stddev_X" -0.973873328062827
29 "LAYING" "Time_Gravity_Acc_Stddev_X" -0.973282885843023
30 "LAYING" "Time_Gravity_Acc_Stddev_X" -0.974319118563969
1 "WALKING" "Time_Gravity_Acc_Stddev_Y" -0.951150627458213
2 "WALKING" "Time_Gravity_Acc_Stddev_Y" -0.960033560165563
3 "WALKING" "Time_Gravity_Acc_Stddev_Y" -0.9445645371261
4 "WALKING" "Time_Gravity_Acc_Stddev_Y" -0.94170652321134
4 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Stddev_Y" -0.940959838617886
5 "WALKING" "Time_Gravity_Acc_Stddev_Y" -0.939973777950331
6 "WALKING" "Time_Gravity_Acc_Stddev_Y" -0.952613166822034
6 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Stddev_Y" -0.946484614719101
7 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Stddev_Y" -0.955312554090909
8 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Stddev_Y" -0.94844645047331
9 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Stddev_Y" -0.949938115208333
10 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Stddev_Y" -0.95273087965812
10 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Stddev_Y" -0.961517524833333
11 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Stddev_Y" -0.957138770727848
12 "SITTING" "Time_Gravity_Acc_Stddev_Y" -0.961684570149254
12 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Stddev_Y" -0.959772033870968
13 "SITTING" "Time_Gravity_Acc_Stddev_Y" -0.953540716850153
14 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Stddev_Y" -0.934878446827869
14 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Stddev_Y" -0.965538336582279
15 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Stddev_Y" -0.956369493993902
16 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Stddev_Y" -0.964727519945355
17 "SITTING" "Time_Gravity_Acc_Stddev_Y" -0.9570481696875
17 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Stddev_Y" -0.970555891666667
18 "SITTING" "Time_Gravity_Acc_Stddev_Y" -0.97557713
18 "STANDING" "Time_Gravity_Acc_Stddev_Y" -0.968999955598802
19 "SITTING" "Time_Gravity_Acc_Stddev_Y" -0.95925383425
20 "LAYING" "Time_Gravity_Acc_Stddev_Y" -0.951149621217949
20 "STANDING" "Time_Gravity_Acc_Stddev_Y" -0.953576080606061
21 "SITTING" "Time_Gravity_Acc_Stddev_Y" -0.969330818455882
22 "SITTING" "Time_Gravity_Acc_Stddev_Y" -0.964866300237374
22 "STANDING" "Time_Gravity_Acc_Stddev_Y" -0.945180370293496
23 "STANDING" "Time_Gravity_Acc_Stddev_Y" -0.960318907096774
24 "LAYING" "Time_Gravity_Acc_Stddev_Y" -0.96089816664042
25 "STANDING" "Time_Gravity_Acc_Stddev_Y" -0.901088770963325
26 "STANDING" "Time_Gravity_Acc_Stddev_Y" -0.959713562227041
27 "LAYING" "Time_Gravity_Acc_Stddev_Y" -0.969891146979866
27 "STANDING" "Time_Gravity_Acc_Stddev_Y" -0.982492101538462
28 "LAYING" "Time_Gravity_Acc_Stddev_Y" -0.960365626256545
29 "LAYING" "Time_Gravity_Acc_Stddev_Y" -0.964643161017442
30 "LAYING" "Time_Gravity_Acc_Stddev_Y" -0.952288292767624
1 "WALKING" "Time_Gravity_Acc_Stddev_Z" -0.925817590867435
2 "WALKING" "Time_Gravity_Acc_Stddev_Z" -0.945365383907285
3 "WALKING" "Time_Gravity_Acc_Stddev_Z" -0.926966278211144
4 "WALKING" "Time_Gravity_Acc_Stddev_Z" -0.936724233273196
4 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Stddev_Z" -0.948783616341463
5 "WALKING" "Time_Gravity_Acc_Stddev_Z" -0.94207867884106
6 "WALKING" "Time_Gravity_Acc_Stddev_Z" -0.940646609533898
6 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Stddev_Z" -0.930654188651685
7 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Stddev_Z" -0.923304724090909
8 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Stddev_Z" -0.923180663601423
9 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Stddev_Z" -0.920554317815972
10 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Stddev_Z" -0.929729024405983
10 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Stddev_Z" -0.973718302333333
11 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Stddev_Z" -0.956812000411392
12 "SITTING" "Time_Gravity_Acc_Stddev_Z" -0.956887170522388
12 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Stddev_Z" -0.93954763188172
13 "SITTING" "Time_Gravity_Acc_Stddev_Z" -0.938727880275229
14 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Stddev_Z" -0.903959498688525
14 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Stddev_Z" -0.952893375063291
15 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Stddev_Z" -0.947240058048781
16 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Stddev_Z" -0.945294028639344
17 "SITTING" "Time_Gravity_Acc_Stddev_Z" -0.94542101409375
17 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Stddev_Z" -0.973160545416667
18 "SITTING" "Time_Gravity_Acc_Stddev_Z" -0.973759297333333
18 "STANDING" "Time_Gravity_Acc_Stddev_Z" -0.958147490299401
19 "SITTING" "Time_Gravity_Acc_Stddev_Z" -0.94180028475
20 "LAYING" "Time_Gravity_Acc_Stddev_Z" -0.943657000576923
20 "STANDING" "Time_Gravity_Acc_Stddev_Z" -0.93887359689899
21 "SITTING" "Time_Gravity_Acc_Stddev_Z" -0.953093993308823
22 "SITTING" "Time_Gravity_Acc_Stddev_Z" -0.945237536671717
22 "STANDING" "Time_Gravity_Acc_Stddev_Z" -0.929170545691057
23 "STANDING" "Time_Gravity_Acc_Stddev_Z" -0.934236146612903
24 "LAYING" "Time_Gravity_Acc_Stddev_Z" -0.955724566194226
25 "STANDING" "Time_Gravity_Acc_Stddev_Z" -0.880682330706602
26 "STANDING" "Time_Gravity_Acc_Stddev_Z" -0.955643363545918
27 "LAYING" "Time_Gravity_Acc_Stddev_Z" -0.956568824597315
27 "STANDING" "Time_Gravity_Acc_Stddev_Z" -0.969254340641026
28 "LAYING" "Time_Gravity_Acc_Stddev_Z" -0.946225637251309
29 "LAYING" "Time_Gravity_Acc_Stddev_Z" -0.941621790232558
30 "LAYING" "Time_Gravity_Acc_Stddev_Z" -0.92943263464752
1 "WALKING" "Time_Body_Acc_Jerk_Mean_X" 0.0770930495126801
2 "WALKING" "Time_Body_Acc_Jerk_Mean_X" 0.0785353156747351
3 "WALKING" "Time_Body_Acc_Jerk_Mean_X" 0.0701731261988856
4 "WALKING" "Time_Body_Acc_Jerk_Mean_X" 0.0780162237953608
4 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Mean_X" 0.080200587601626
5 "WALKING" "Time_Body_Acc_Jerk_Mean_X" 0.0841019899622517
6 "WALKING" "Time_Body_Acc_Jerk_Mean_X" 0.0866435091149576
6 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Mean_X" 0.0674351008988764
7 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Mean_X" 0.0831829573168831
8 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Mean_X" 0.084215745375516
9 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Mean_X" 0.0840171430291667
10 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Mean_X" 0.0804000423888889
10 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Mean_X" 0.0775130550833333
11 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Mean_X" 0.0830134540658228
12 "SITTING" "Time_Body_Acc_Jerk_Mean_X" 0.0572366455208955
12 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Mean_X" 0.0799354253827957
13 "SITTING" "Time_Body_Acc_Jerk_Mean_X" 0.0794393034550306
14 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Mean_X" 0.0731636526834836
14 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Mean_X" 0.0773017082381013
15 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Mean_X" 0.0776897411304878
16 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Mean_X" 0.0775488885374317
17 "SITTING" "Time_Body_Acc_Jerk_Mean_X" 0.08251105141625
17 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Mean_X" 0.0740394237708333
18 "SITTING" "Time_Body_Acc_Jerk_Mean_X" 0.0756560724
18 "STANDING" "Time_Body_Acc_Jerk_Mean_X" 0.0776448301356287
19 "SITTING" "Time_Body_Acc_Jerk_Mean_X" 0.0774171147766389
20 "LAYING" "Time_Body_Acc_Jerk_Mean_X" 0.0750346921474359
20 "STANDING" "Time_Body_Acc_Jerk_Mean_X" 0.0835868911373737
21 "SITTING" "Time_Body_Acc_Jerk_Mean_X" 0.0822207874776961
22 "SITTING" "Time_Body_Acc_Jerk_Mean_X" 0.0847162929146465
22 "STANDING" "Time_Body_Acc_Jerk_Mean_X" 0.0700672625147154
23 "STANDING" "Time_Body_Acc_Jerk_Mean_X" 0.0778588215843817
24 "LAYING" "Time_Body_Acc_Jerk_Mean_X" 0.0784735003467192
25 "STANDING" "Time_Body_Acc_Jerk_Mean_X" 0.0817657442063814
26 "STANDING" "Time_Body_Acc_Jerk_Mean_X" 0.0808743261341837
27 "LAYING" "Time_Body_Acc_Jerk_Mean_X" 0.076859186338255
27 "STANDING" "Time_Body_Acc_Jerk_Mean_X" 0.0767283254358974
28 "LAYING" "Time_Body_Acc_Jerk_Mean_X" 0.0807263062382199
29 "LAYING" "Time_Body_Acc_Jerk_Mean_X" 0.0788382324713372
30 "LAYING" "Time_Body_Acc_Jerk_Mean_X" 0.0734799270148825
1 "WALKING" "Time_Body_Acc_Jerk_Mean_Y" 0.0165908438802305
2 "WALKING" "Time_Body_Acc_Jerk_Mean_Y" 0.00708771249764901
3 "WALKING" "Time_Body_Acc_Jerk_Mean_Y" 0.0144664329060411
4 "WALKING" "Time_Body_Acc_Jerk_Mean_Y" -0.0010311298138299
4 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Mean_Y" 0.0106812194621382
5 "WALKING" "Time_Body_Acc_Jerk_Mean_Y" 0.0017656830384106
6 "WALKING" "Time_Body_Acc_Jerk_Mean_Y" 0.00183060788194915
6 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Mean_Y" -0.00310401228089888
7 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Mean_Y" 0.00760909767418831
8 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Mean_Y" 0.000860301581786477
9 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Mean_Y" 0.00678485848399306
10 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Mean_Y" 0.0153774046898718
10 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Mean_Y" 0.00330831786383333
11 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Mean_Y" 0.0078044254343038
12 "SITTING" "Time_Body_Acc_Jerk_Mean_Y" 0.010632586489403
12 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Mean_Y" 0.00147809411698925
13 "SITTING" "Time_Body_Acc_Jerk_Mean_Y" 0.00387961953328135
14 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Mean_Y" 0.00468680247090164
14 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Mean_Y" 0.0036647518358481
15 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Mean_Y" 0.00489392052706402
16 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Mean_Y" 0.00884018328270219
17 "SITTING" "Time_Body_Acc_Jerk_Mean_Y" 0.00885228208375
17 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Mean_Y" 0.00607092773104167
18 "SITTING" "Time_Body_Acc_Jerk_Mean_Y" 0.01212352927
18 "STANDING" "Time_Body_Acc_Jerk_Mean_Y" 0.0129534445262126
19 "SITTING" "Time_Body_Acc_Jerk_Mean_Y" 0.0115812421960876
20 "LAYING" "Time_Body_Acc_Jerk_Mean_Y" -0.00274400097455128
20 "STANDING" "Time_Body_Acc_Jerk_Mean_Y" 0.00611187765247475
21 "SITTING" "Time_Body_Acc_Jerk_Mean_Y" 0.00350107553584853
22 "SITTING" "Time_Body_Acc_Jerk_Mean_Y" 0.0189573433473737
22 "STANDING" "Time_Body_Acc_Jerk_Mean_Y" 0.00930099346105691
23 "STANDING" "Time_Body_Acc_Jerk_Mean_Y" 0.0200470964972984
24 "LAYING" "Time_Body_Acc_Jerk_Mean_Y" 0.00396900308574016
25 "STANDING" "Time_Body_Acc_Jerk_Mean_Y" 0.00638633884442543
26 "STANDING" "Time_Body_Acc_Jerk_Mean_Y" 0.00767709978181122
27 "LAYING" "Time_Body_Acc_Jerk_Mean_Y" 0.0051839851588557
27 "STANDING" "Time_Body_Acc_Jerk_Mean_Y" 0.00997154866282051
28 "LAYING" "Time_Body_Acc_Jerk_Mean_Y" 0.0138224436546073
29 "LAYING" "Time_Body_Acc_Jerk_Mean_Y" 0.00900161248883721
30 "LAYING" "Time_Body_Acc_Jerk_Mean_Y" 0.00730438257971279
1 "WALKING" "Time_Body_Acc_Jerk_Mean_Z" -0.00910758730117003
2 "WALKING" "Time_Body_Acc_Jerk_Mean_Z" 0.000755760748377483
3 "WALKING" "Time_Body_Acc_Jerk_Mean_Z" -0.000526818872875366
4 "WALKING" "Time_Body_Acc_Jerk_Mean_Z" -0.00737070069603093
4 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Mean_Z" -0.00737856315243902
5 "WALKING" "Time_Body_Acc_Jerk_Mean_Z" -0.0029537113427351
6 "WALKING" "Time_Body_Acc_Jerk_Mean_Z" -0.000810930989618644
6 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Mean_Z" -0.00609868840674157
7 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Mean_Z" -0.00791725696048701
8 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Mean_Z" -0.0196719912994306
9 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Mean_Z" -0.00102998088194444
10 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Mean_Z" -0.0143982101450427
10 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Mean_Z" 0.000510105274833334
11 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Mean_Z" -0.00657424975259494
12 "SITTING" "Time_Body_Acc_Jerk_Mean_Z" 0.0155338481445373
12 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Mean_Z" -0.0106609660939785
13 "SITTING" "Time_Body_Acc_Jerk_Mean_Z" -0.0123485923641621
14 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Mean_Z" -0.00109705214282787
14 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Mean_Z" -0.0069576409346962
15 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Mean_Z" -0.00440993190077744
16 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Mean_Z" -0.00143730005564208
17 "SITTING" "Time_Body_Acc_Jerk_Mean_Z" 0.003826532875875
17 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Mean_Z" -0.00478813832875
18 "SITTING" "Time_Body_Acc_Jerk_Mean_Z" 0.000426343527333334
18 "STANDING" "Time_Body_Acc_Jerk_Mean_Z" 0.000886467423302994
19 "SITTING" "Time_Body_Acc_Jerk_Mean_Z" -0.00186198850195833
20 "LAYING" "Time_Body_Acc_Jerk_Mean_Z" -0.00251495485183974
20 "STANDING" "Time_Body_Acc_Jerk_Mean_Z" -0.00607491491689899
21 "SITTING" "Time_Body_Acc_Jerk_Mean_Z" -0.010659072671299
22 "SITTING" "Time_Body_Acc_Jerk_Mean_Z" -0.00354166441267677
22 "STANDING" "Time_Body_Acc_Jerk_Mean_Z" -0.0131640140761789
23 "STANDING" "Time_Body_Acc_Jerk_Mean_Z" -0.000717680881887096
24 "LAYING" "Time_Body_Acc_Jerk_Mean_Z" -0.00700960558805774
25 "STANDING" "Time_Body_Acc_Jerk_Mean_Z" -0.010346171499489
26 "STANDING" "Time_Body_Acc_Jerk_Mean_Z" -0.00724891943768878
27 "LAYING" "Time_Body_Acc_Jerk_Mean_Z" -0.00554795896677852
27 "STANDING" "Time_Body_Acc_Jerk_Mean_Z" -0.00266551938307692
28 "LAYING" "Time_Body_Acc_Jerk_Mean_Z" 0.000824208324801046
29 "LAYING" "Time_Body_Acc_Jerk_Mean_Z" -0.00355290542467733
30 "LAYING" "Time_Body_Acc_Jerk_Mean_Z" -0.000653871890373369
1 "WALKING" "Time_Body_Acc_Jerk_Stddev_X" -0.524721922818732
2 "WALKING" "Time_Body_Acc_Jerk_Stddev_X" -0.557809603123841
3 "WALKING" "Time_Body_Acc_Jerk_Stddev_X" -0.635484688041056
4 "WALKING" "Time_Body_Acc_Jerk_Stddev_X" -0.701066737438144
4 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Stddev_X" -0.522686832030976
5 "WALKING" "Time_Body_Acc_Jerk_Stddev_X" -0.575890535679801
6 "WALKING" "Time_Body_Acc_Jerk_Stddev_X" -0.667198721502542
6 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Stddev_X" -0.171553961355056
7 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Stddev_X" -0.615131377408279
8 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Stddev_X" -0.575993073911744
9 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Stddev_X" -0.578305161360069
10 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Stddev_X" -0.414395232038462
10 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Stddev_X" -0.977836345
11 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Stddev_X" -0.659323083055063
12 "SITTING" "Time_Body_Acc_Jerk_Stddev_X" -0.487513853589552
12 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Stddev_X" -0.650790264784946
13 "SITTING" "Time_Body_Acc_Jerk_Stddev_X" -0.638889532599083
14 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Stddev_X" -0.530799952657623
14 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Stddev_X" -0.985306933037975
15 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Stddev_X" -0.624055782158537
16 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Stddev_X" -0.72786174352459
17 "SITTING" "Time_Body_Acc_Jerk_Stddev_X" -0.635949363671875
17 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Stddev_X" -0.993627979375
18 "SITTING" "Time_Body_Acc_Jerk_Stddev_X" -0.989808125333333
18 "STANDING" "Time_Body_Acc_Jerk_Stddev_X" -0.711725557065868
19 "SITTING" "Time_Body_Acc_Jerk_Stddev_X" -0.571088266146083
20 "LAYING" "Time_Body_Acc_Jerk_Stddev_X" -0.586215941176923
20 "STANDING" "Time_Body_Acc_Jerk_Stddev_X" -0.659309592116667
21 "SITTING" "Time_Body_Acc_Jerk_Stddev_X" -0.699763344205784
22 "SITTING" "Time_Body_Acc_Jerk_Stddev_X" -0.66465053739798
22 "STANDING" "Time_Body_Acc_Jerk_Stddev_X" -0.456687476
23 "STANDING" "Time_Body_Acc_Jerk_Stddev_X" -0.608183751830914
24 "LAYING" "Time_Body_Acc_Jerk_Stddev_X" -0.74030054488189
25 "STANDING" "Time_Body_Acc_Jerk_Stddev_X" -0.79682335007335
26 "STANDING" "Time_Body_Acc_Jerk_Stddev_X" -0.682815652993112
27 "LAYING" "Time_Body_Acc_Jerk_Stddev_X" -0.624308492209396
27 "STANDING" "Time_Body_Acc_Jerk_Stddev_X" -0.991831534358974
28 "LAYING" "Time_Body_Acc_Jerk_Stddev_X" -0.680813725392147
29 "LAYING" "Time_Body_Acc_Jerk_Stddev_X" -0.623456414216366
30 "LAYING" "Time_Body_Acc_Jerk_Stddev_X" -0.679007254150131
1 "WALKING" "Time_Body_Acc_Jerk_Stddev_Y" -0.470412403511239
2 "WALKING" "Time_Body_Acc_Jerk_Stddev_Y" -0.491875889831788
3 "WALKING" "Time_Body_Acc_Jerk_Stddev_Y" -0.55721186773783
4 "WALKING" "Time_Body_Acc_Jerk_Stddev_Y" -0.670976701376289
4 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Stddev_Y" -0.446980128646341
5 "WALKING" "Time_Body_Acc_Jerk_Stddev_Y" -0.506544358609603
6 "WALKING" "Time_Body_Acc_Jerk_Stddev_Y" -0.627357097410593
6 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Stddev_Y" 0.00409088203382023
7 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Stddev_Y" -0.622997416262013
8 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Stddev_Y" -0.458724925167972
9 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Stddev_Y" -0.678923872274306
10 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Stddev_Y" -0.431961308787137
10 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Stddev_Y" -0.962510329833333
11 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Stddev_Y" -0.608784226719937
12 "SITTING" "Time_Body_Acc_Jerk_Stddev_Y" -0.441798499370224
12 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Stddev_Y" -0.664699691132473
13 "SITTING" "Time_Body_Acc_Jerk_Stddev_Y" -0.569700547488012
14 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Stddev_Y" -0.459397679983197
14 "WALKING_UPSTAIRS" "Time_Body_Acc_Jerk_Stddev_Y" -0.978904104303797
15 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Stddev_Y" -0.594312678045091
16 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Stddev_Y" -0.735080198043716
17 "SITTING" "Time_Body_Acc_Jerk_Stddev_Y" -0.6209185283575
17 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Jerk_Stddev_Y" -0.987195772291667
18 "SITTING" "Time_Body_Acc_Jerk_Stddev_Y" -0.968781037
18 "STANDING" "Time_Body_Acc_Jerk_Stddev_Y" -0.711788469131737
19 "SITTING" "Time_Body_Acc_Jerk_Stddev_Y" -0.571311190432222
20 "LAYING" "Time_Body_Acc_Jerk_Stddev_Y" -0.426120353397436
20 "STANDING" "Time_Body_Acc_Jerk_Stddev_Y" -0.606793100151515
21 "SITTING" "Time_Body_Acc_Jerk_Stddev_Y" -0.66515912310562
22 "SITTING" "Time_Body_Acc_Jerk_Stddev_Y" -0.649008826582323
22 "STANDING" "Time_Body_Acc_Jerk_Stddev_Y" -0.417944389701626
23 "STANDING" "Time_Body_Acc_Jerk_Stddev_Y" -0.61898123051828
24 "LAYING" "Time_Body_Acc_Jerk_Stddev_Y" -0.685979796261942
25 "STANDING" "Time_Body_Acc_Jerk_Stddev_Y" -0.722502919364303
26 "STANDING" "Time_Body_Acc_Jerk_Stddev_Y" -0.678386582086227
27 "LAYING" "Time_Body_Acc_Jerk_Stddev_Y" -0.593582093143792
27 "STANDING" "Time_Body_Acc_Jerk_Stddev_Y" -0.985056905
28 "LAYING" "Time_Body_Acc_Jerk_Stddev_Y" -0.651619848945026
29 "LAYING" "Time_Body_Acc_Jerk_Stddev_Y" -0.635499779848779
30 "LAYING" "Time_Body_Acc_Jerk_Stddev_Y" -0.6607705539047
1 "WALKING" "Time_Body_Acc_Jerk_Stddev_Z" -0.717322274881844
